81.42,6803,81.51,6931,81.96,8677,82.05,8414,81.42,8399,81.15,7201,81.78,8238,81.51,8089,81.06,7576,81.96,7366
82.76,7682,81.69,6979,81.96,8677,82.05,8414,82.05,7595,81.15,7201,81.78,8238,83.3,7994,81.06,7576,81.96,7366
82.76,7682,81.69,6979,83.21,8716,82.05,7383,82.05,7595,81.15,7201,81.78,8238,83.3,7994,81.06,7576,81.96,7366
82.76,7682,81.69,6979,83.21,8716,82.05,8414,82.14,8311,81.15,7201,81.78,8238,83.3,7994,82.5,7704,82.05,7584
82.76,7682,82.23,8033,83.21,8716,82.05,8414,82.76,8647,81.15,7201,81.78,8238,83.75,8006,82.5,7704,82.32,7409
82.76,7682,82.23,8033,83.21,8716,82.05,7383,82.76,8647,81.15,7201,81.78,8238,83.75,8006,82.5,7704,82.32,7409
82.76,7682,82.23,8033,83.21,8716,82.59,7437,82.76,8647,81.15,7201,82.85,8282,83.75,8006,82.5,7704,82.32,7409
82.76,7682,83.84,8077,83.21,8716,82.59,7437,82.76,8647,81.15,7201,83.84,7637,83.75,8006,82.5,7704,83.84,7639
83.93,7726,83.84,8077,83.39,8302,82.59,7437,82.76,8647,81.15,7201,83.84,7637,84.11,8062,82.5,7704,83.84,7639
83.93,7726,84.02,8067,83.39,8302,82.59,7437,82.76,8647,81.15,7201,83.84,7637,84.2,8082,82.5,7704,83.84,7639
83.93,7726,84.02,8067,83.39,8302,82.59,7437,82.76,8647,81.15,7201,83.93,7615,84.2,8082,83.93,7748,83.84,7639
83.93,7726,84.02,8067,83.39,8302,82.85,7416,82.76,8647,81.15,7201,83.93,7615,84.2,8082,83.93,7748,83.84,7639
83.93,7726,84.11,8055,83.39,8302,82.85,7416,82.76,8647,81.15,7187,83.93,7615,84.2,8082,83.93,7748,83.84,7639
84.11,8062,84.11,8055,83.39,8302,82.85,7416,82.76,8647,81.15,7201,83.93,7615,84.2,8082,84.02,7766,83.84,7639
84.11,8062,84.11,8055,83.39,8302,83.03,7465,82.76,8647,81.15,7187,83.93,7615,84.2,8082,84.02,7766,83.84,7639
84.11,8062,84.11,8055,83.39,8302,83.03,7465,82.76,8647,81.51,6805,84.11,7605,84.2,8082,84.02,7766,83.84,7639
84.11,8062,84.11,8055,83.39,8302,83.03,7477,82.76,8647,81.51,6805,84.11,7605,84.2,8082,84.02,7766,83.93,7628
84.11,8062,84.11,8055,83.39,8302,83.03,7477,82.76,8647,81.51,6805,84.11,7605,84.2,8082,84.02,7766,83.93,7628
84.11,8062,84.29,8070,83.39,8302,83.03,7465,82.85,8666,81.51,6805,84.11,7605,84.2,8082,84.29,8104,83.93,7628
